Albumn,Artist,Release date,Genre,Label,Meta_Score
Cold Dark Place [EP],Mastodon,Sep 22 2017,['Pop/Rock'],['Reprise'],74
Bidin' My Time,Chris Hillman,Sep 22 2017,['Bluegrass'],['Rounder'],76
Shadows and Reflections,Marc Almond,Sep 22 2017,['Pop/Rock'],['BMG'],75
Double Dutchess,Fergie,Sep 22 2017,['Pop'],['Retrofuture'],53
1992-2001,Acetone,Sep 22 2017,['Pop/Rock'],['Light in the Attic Records'],81
Fabriclive 94,Midland,Sep 22 2017,['Electronic'],['Fabric'],81
Out of Silence,Neil Finn,Sep 22 2017,['Pop/Rock'],['Lester Records'],84
Brand New Abyss,The Blow,Sep 22 2017,['Pop/Rock'],['Self-released'],76
On a Distant Shore,Leon Russell,Sep 22 2017,['Pop/Rock'],['Palmetto'],71
A Place of Greater Safety [EP],Luna,Sep 22 2017,['Pop/Rock'],['Double Feature'],67
Fantastic Plastic,Flamin Groovies,Sep 22 2017,['Pop/Rock'],['Severn Records'],70
Laila’s Wisdom,Rapsody,Sep 22 2017,['Rap'],['Virgin EMI'],87
The  Long-Awaited Album,Steve Martin,Sep 22 2017,['Bluegrass'],['Rounder'],72
Four Lost Souls,Jon Langford,Sep 22 2017,['R&B'],['Bloodshot'],73
Gallarais,Áine O'Dwyer,Sep 22 2017,['Pop/Rock'],['Mie Records'],80
World of the Waking State,Steffi,Sep 22 2017,['Electronic'],['Ostgut Ton'],84
Try Not To Freak Out,Sløtface,Sep 15 2017,['Alternative'],['Propeller Records'],77
Give More Love,Ringo Starr,Sep 15 2017,['Pop/Rock'],['Universal'],55
Prophets of Rage,Prophets of Rage,Sep 15 2017,['Pop/Rock'],['Fantasy'],54
Concrete and Gold,Foo Fighters,Sep 15 2017,['Pop/Rock'],['RCA'],72
Half-Light,Rostam,Sep 15 2017,['Pop/Rock'],['Nonesuch'],77
Choir of the Mind,Emily Haines & the Soft Skeleton,Sep 15 2017,['Pop/Rock'],['Last Gang Records'],75
Bambino,Superfood,Sep 15 2017,['Pop/Rock'],['Dirty Hit'],81
Where the Gods Are in Peace,Antibalas,Sep 15 2017,['International'],['Daptone'],81
Electric Trim,Lee Ranaldo,Sep 15 2017,['Pop/Rock'],['Mute'],73
"Deer Tick, Vol. 1",Deer Tick,Sep 15 2017,['Pop/Rock'],['Partisan'],73
"Deer Tick, Vol. 2",Deer Tick,Sep 15 2017,['Pop/Rock'],['Partisan'],76
Dedicated to Bobby Jameson,Ariel Pink,Sep 15 2017,['Pop/Rock'],['Mexican Summer'],80
The Laughing Apple,Yusuf,Sep 15 2017,['Pop/Rock'],['Verve'],68
New Magic,Son Little,Sep 15 2017,['R&B'],['Anti-'],81
Savage (Songs from a Broken World),Gary Numan,Sep 15 2017,['Electronic'],['BMG'],74
Mareridt,Myrkur,Sep 15 2017,['Pop/Rock'],['Relapse Records'],80
Before the Applause,Re-Tros,Sep 15 2017,['Pop/Rock'],['Modern Sky Entertainment'],84
Brick Body Kids Still Daydream,Open Mike Eagle,Sep 15 2017,['Rap'],['Mello Music Group'],82
Grace,Lizz Wright,Sep 15 2017,['R&B'],['Concord'],76
Ladilikan,Trio Da Kali,Sep 15 2017,['International'],['World Circuit'],84
Tapestry: Live in Hyde Park,Carole King,Sep 15 2017,['Pop/Rock'],['Epic'],85
"Folk Singer, Vol. 2",Willie Watson,Sep 15 2017,['Folk'],['Acony Records'],84
Ardor,BIG|BRAVE,Sep 15 2017,['Pop/Rock'],['Southern Lord Records'],79
Communicating,Hundred Waters,Sep 14 2017,['Indie'],['OWSLA'],75
Sun Gong,Laraaji,Sep 8 2017,['Electronic'],['All Saints'],69
Lovers,Anna of the North,Sep 8 2017,['Pop/Rock'],['Different'],80
Outrage! Is Now,Death from Above,Sep 8 2017,['Pop/Rock'],['Warner Bros.'],65
Hitchhiker,Neil Young,Sep 8 2017,['Pop/Rock'],['Reprise'],85
Hippopotamus,Sparks,Sep 8 2017,['Pop/Rock'],['BMG Rights Management'],81
Sleep Well Beast,The National,Sep 8 2017,['Pop/Rock'],['4AD'],85
Swim Inside the Moon,Angelo De Augustine,Sep 8 2017,['Pop/Rock'],['Asthmatic Kitty'],81
Mountain Moves,Deerhoof,Sep 8 2017,['Pop/Rock'],['Joyful Noise'],79
Presents the Holy Strangers,Micah P. Hinson,Sep 8 2017,['Pop/Rock'],['Full Time Hobby'],82
Antisocialites,Alvvays,Sep 8 2017,['Pop/Rock'],['Polyvinyl'],77
Okovi,Zola Jesus,Sep 8 2017,['Electronic'],['Sacred Bones'],79
Love What Survives,Mount Kimbie,Sep 8 2017,['Electronic'],['Warp'],82
Native Invader,Tori Amos,Sep 8 2017,['Adult Contemporary'],['Decca'],76
Light Information,Chad VanGaalen,Sep 8 2017,['Pop/Rock'],['Sub Pop'],78
Southern Blood,Gregg Allman,Sep 8 2017,['Pop/Rock'],['Rounder'],82
Forced Witness,Alex Cameron,Sep 8 2017,['Pop/Rock'],['Secretly Canadian'],69
Wake Up Now,Nick Mulvey,Sep 8 2017,['Pop/Rock'],['Harvest'],73
Out of All This Blue,The Waterboys,Sep 8 2017,['Pop/Rock'],['BMG'],68
The Hanged Man,Ted Leo,Sep 8 2017,['Pop/Rock'],['Superego'],78
All the Light Above It Too,Jack Johnson,Sep 8 2017,['Pop/Rock'],['Island'],62
Shade,Living Colour,Sep 8 2017,['Pop/Rock'],"['Megaforce ', ' MRI']",74
Parallels,Nosaj Thing,Sep 8 2017,['Electronic'],['Innovative Leisure'],71
L.A Witch,L.A. Witch,Sep 8 2017,['Pop/Rock'],['Suicide Squeeze'],83
How Did I Find Myself Here?,The Dream Syndicate,Sep 8 2017,['Pop/Rock'],['Epitaph'],80
The Source,Tony Allen,Sep 8 2017,['Jazz'],['Blue Note'],83
A Moment Apart,ODESZA,Sep 8 2017,['Electronic'],['Counter Records'],65
CCCLX,Lunice,Sep 8 2017,['Electronic'],['LuckyMe'],63
Saturn Over Sunset,Midnight Sister,Sep 8 2017,['Pop/Rock'],['Jagjaguwar'],80
Second of Spring,Beaches,Sep 8 2017,['Pop/Rock'],['ADA'],77
The Gradual Progression,Greg Fox,Sep 8 2017,['Avant-Garde'],['RVNG Intl.'],77
1992 Deluxe,Princess Nokia,Sep 8 2017,['Rap'],['Rough Trade'],77
We're Not Going Anywhere,David Ramirez,Sep 8 2017,['Pop/Rock'],['Sweetworld'],79
The Surfing Magazines,The Surfing Magazines,Sep 8 2017,['Pop/Rock'],['Moshi Moshi Records'],60
Under Cöver,Motörhead,Sep 1 2017,['Pop/Rock'],[],74
Omnion,Hercules & Love Affair,Sep 1 2017,['Dance'],['Big Beat Records'],78
Every Country's Sun,Mogwai,Sep 1 2017,['Pop/Rock'],['Temporary Residence'],79
American Dream,LCD Soundsystem,Sep 1 2017,['Electronic'],['Columbia'],86
Elytral,Mary Epworth,Sep 1 2017,['Pop/Rock'],['PIAS'],78
The Echo of Pleasure,The Pains of Being Pure at Heart,Sep 1 2017,['Pop/Rock'],['Painbow'],71
The Punishment of Luxury,Orchestral Manoeuvres in the Dark,Sep 1 2017,['Pop/Rock'],['100% Records'],71
Bicep,Bicep,Sep 1 2017,['Electronic'],['Ninja Tune'],79
Endangered Philosophies,Dälek,Sep 1 2017,['Rap'],['Ipecac'],77
Hearts That Strain,Jake Bugg,Sep 1 2017,['Pop/Rock'],['Virgin EMI'],66
Trails & Tribulations,Martin Simpson,Sep 1 2017,['Blues'],['Topic'],69
Inheaven,INHEAVEN,Sep 1 2017,['Pop/Rock'],['PIAS'],73
All This Life,Starsailor,Sep 1 2017,['Alternative Pop/Rock'],['Cooking Vinyl'],75
Orc,Oh Sees,Aug 25 2017,['Pop/Rock'],['Castle Face'],79
Good Nature,Turnover,Aug 25 2017,['Pop/Rock'],['Run for Cover Records'],72
A Deeper Understanding,The War on Drugs,Aug 25 2017,['Pop/Rock'],['Atlantic'],81
TFCF,Liars,Aug 25 2017,['Pop/Rock'],['Mute'],73
Beast Epic,Iron & Wine,Aug 25 2017,['Pop/Rock'],['Sub Pop'],80
Villains,Queens of the Stone Age,Aug 25 2017,['Pop/Rock'],['Matador'],81
Exile in the Outer Ring,EMA,Aug 25 2017,['Pop/Rock'],['City Slang'],80
Holiday Destination,Nadine Shah,Aug 25 2017,['Pop/Rock'],['1965 Records'],81
Acoustic Classics II,Richard Thompson,Aug 25 2017,['Folk'],['Beeswing'],78
Invitation,Filthy Friends,Aug 25 2017,['Pop/Rock'],['Kill Rock Stars'],73
Reservoir,Gordi,Aug 25 2017,['Pop/Rock'],['Jagjaguwar'],69
Seekers and Finders,Gogol Bordello,Aug 25 2017,['Pop/Rock'],['Cooking Vinyl'],71
Art in the Age of Automation,Portico Quartet,Aug 25 2017,['Jazz'],['Gondwana'],75
"All We Know of Heaven, All We Need of Hell",PVRIS,Aug 25 2017,['Pop/Rock'],['Rise Records'],86
Far from Over,Vijay Iyer,Aug 25 2017,['Jazz'],['ECM'],86
Music for People in Trouble,Susanne Sundfør,Aug 25 2017,['Pop/Rock'],['Bella Union'],80
Tribe,Chase & Status,Aug 25 2017,['Electronic'],['Virgin EMI'],66
Still Striving [Mixtape],A$AP Ferg,Aug 25 2017,['Rap'],['RCA'],65
Rainbow Edition,Hype Williams,Aug 25 2017,['Electronic'],['Big Dada'],61
Fifth Harmony,Fifth Harmony,Aug 25 2017,['Pop'],['Epic'],64
Blue Chips 7000,Action Bronson,Aug 25 2017,['Rap'],['Atlantic'],76
"Cozy Tapes, Vol. 2: Too Cozy",A$AP Mob,Aug 25 2017,['Rap'],['RCA'],70
Toy,A Giant Dog,Aug 25 2017,['Pop/Rock'],['Merge'],78
Spear in the City,Bodies of Water,Aug 25 2017,['Pop/Rock'],['Secretly Canadian'],76
Imperius Rex,Sean Price,Aug 25 2017,['Rap'],['Duck Down Music Inc.'],87
Dreaming in the Non-Dream,Chris Forsyth & the Solar Motel Band,Aug 25 2017,['Pop/Rock'],['No Quarter'],85
Orbit,MAN DUO,Aug 25 2017,['Electronic'],['Forced Exposure'],68
Expect the Best,Widowspeak,Aug 25 2017,['Pop/Rock'],['Captured Tracks'],79
Be Here Now,The Mynabirds,Aug 25 2017,['Pop/Rock'],['Saddle Creek Records'],74
Aytche,Joseph Shabason,Aug 25 2017,['Jazz'],['Western Vinyl Records'],82
Luv Is Rage 2,Lil Uzi Vert,Aug 25 2017,['Rap'],['Atlantic'],75
Take Flight,Maya Jane Coles,Aug 25 2017,['Electronic'],"['I', 'AM', 'ME']",72
Lukas Nelson & Promise of the Real [2017],Lukas Nelson & Promise of the Real,Aug 25 2017,['Country'],['Fantasy'],82
Que Aura,Kelley Stoltz,Aug 25 2017,['Pop/Rock'],['Castle Face'],81
Talk Tight [EP],Rolling Blackouts Coastal Fever,Aug 25 2017,['Pop/Rock'],['Sub Pop'],75
Trinity Lane,Lilly Hiatt,Aug 25 2017,['Americana'],['New West'],84
Science Fiction,Brand New,Aug 19 2017,['Pop/Rock'],[],88
A Fever Dream,Everything Everything,Aug 18 2017,['Pop/Rock'],"['RCA ', ' Sony Music']",81
Painted Ruins,Grizzly Bear,Aug 18 2017,['Rap'],['RCA'],82
"The Road, Vol. 1",UNKLE,Aug 18 2017,['Electronic'],['Cooking Vinyl'],71
To the Bone,Steven Wilson,Aug 18 2017,,['Caroline'],77
Dark Days + Canapés,Ghostpoet,Aug 18 2017,['Rap'],['PIAS'],79
Not Dark Yet,Shelby Lynne,Aug 18 2017,['Folk'],['Silver Cross'],75
Summer Dancing,Judy Dyble,Aug 18 2017,['Folk'],['PIAS'],74
Across the Multiverse,Dent May,Aug 18 2017,['Pop/Rock'],['Carpark Records'],79
The Right to Love,Liane Carroll,Aug 18 2017,['Jazz'],['Quiet Money'],80
S/T,Rainer Maria,Aug 18 2017,['Emo'],['Polyvinyl'],80
Spooky Action,Paul Draper,Aug 18 2017,['Pop/Rock'],['Kscope'],79
Isotach,Matthew Bourne,Aug 18 2017,['Ambient'],['Leaf'],80
Boy in a Well,The Yawpers,Aug 18 2017,['Pop/Rock'],['Bloodshot'],82
Tell the Devil I'm Gettin' There as Fast as I Can,Ray Wylie Hubbard,Aug 18 2017,['Country'],['Thirty Tigers'],79
Scum,Rat Boy,Aug 11 2017,['Pop/Rock'],['Parlophone'],74
Warmth,Blondes,Aug 11 2017,['Pop/Rock'],['R&S Records'],76
Cost of Living,Downtown Boys,Aug 11 2017,['Alternative/Indie Rock'],['Sub Pop'],78
Rainbow,Kesha,Aug 11 2017,['Pop/Rock'],['RCA'],81
Poor David's Almanack,David Rawlings,Aug 11 2017,['Folk'],['Acony Records'],80
Cage Tropical,Frankie Rose,Aug 11 2017,['Pop/Rock'],['Slumberland'],79
Good Time [Original Motion Picture Soundtrack],Oneohtrix Point Never,Aug 11 2017,['Stage & Screen'],['Warp'],80
24-7 Rockstar Shit,The Cribs,Aug 11 2017,['Pop/Rock'],['Sonic Blew'],68
Life Is Fine,Paul Kelly,Aug 11 2017,,['Cooking Vinyl'],80
Popular Manipulations,The Districts,Aug 11 2017,['Pop/Rock'],['Fat Possum'],76
How Do You Spell Heaven,Guided by Voices,Aug 11 2017,['Pop/Rock'],['Guided by Voices'],75
Elastic,Amy O,Aug 11 2017,['Pop/Rock'],['Winspear'],66
Althaea,Trailer Trash Tracys,Aug 11 2017,['Pop/Rock'],['Domino'],68
Onism,Photay,Aug 11 2017,['R&B'],['Astro Nautico'],80
Who Told You To Think?,Milo,Aug 11 2017,['Rap'],"['Fat Beats Distribution, Inc']",84
Dark Matter,Randy Newman,Aug 4 2017,['Pop/Rock'],['Nonesuch'],82
Earl Grey,Girl Ray,Aug 4 2017,['Pop/Rock'],['Moshi Moshi Records'],79
Dead Cross,Dead Cross,Aug 4 2017,['Pop/Rock'],['Ipecac'],76
Call It Love,Briana Marela,Aug 4 2017,['Pop/Rock'],['Jagjaguwar'],70
Collection,Soccer Mommy,Aug 4 2017,['Pop/Rock'],['Fat Possum'],75
Woodland Echoes,Nick Heyward,Aug 4 2017,['Pop/Rock'],['Gladsome Hawk'],83
Bright Phoebus [Reissue],Lal & Mike Waterson,Aug 4 2017,['Folk'],['Domino'],90
The Rise of Chaos,Accept,Aug 4 2017,['Pop/Rock'],['Nuclear Blast'],79
"Manchester, North of England: A Story of Independent Music, Greater Manchester 1977-1993 [Box Set]",Various Artists,Aug 4 2017,['Pop/Rock'],['Cherry Red'],88
Purgatory,Tyler Childers,Aug 4 2017,['Country'],['Thirty Tigers'],82
Late Night Tales,BadBadNotGood,Jul 28 2017,['Electronic'],['Late Night Tales'],85
New Facts Emerge,The Fall,Jul 28 2017,['Pop/Rock'],['Cherry Red'],71
Everything Now,Arcade Fire,Jul 28 2017,['Pop/Rock'],['Columbia'],66
Paranormal,Alice Cooper,Jul 28 2017,['Pop/Rock'],['Ear Music'],72
A Black Mile to the Surface,Manchester Orchestra,Jul 28 2017,['Pop/Rock'],['Loma Vista'],79
Arthur Alexander [Reissue],Arthur Alexander,Jul 28 2017,['R&B'],['Warner Music'],80
Power of Peace,The Isley Brothers,Jul 28 2017,['R&B'],['Sony Legacy'],66
Shitty Hits,Katie von Schleicher,Jul 28 2017,['Pop/Rock'],['Full Time Hobby'],77
The Autobiography,Vic Mensa,Jul 28 2017,['Rap'],['Roc Nation'],71
Rotations,Golden Retriever,Jul 28 2017,['Electronic'],['Thrill Jockey'],82
Come All Ye: The First Ten Years [Box Set],Fairport Convention,Jul 28 2017,['Pop/Rock'],['Universal'],88
America,Juanita Stein,Jul 28 2017,['Pop/Rock'],['Nude Records'],64
A Boy From Tupelo: The Complete 1953-1955 Recordings [Box Set],Elvis Presley,Jul 28 2017,['Country'],['RCA'],95
Sweet Sweet Silent,Sivu,Jul 28 2017,['Pop/Rock'],['Square Leg Records'],63
FramesPerSecond,Laucan,Jul 28 2017,['Folk'],['Sunday Best'],64
Good for You,Aminé,Jul 28 2017,['Rap'],['Republic'],77
Foreign Light,Toddla T,Jul 28 2017,['Electronic'],['Steeze'],60
Bandwagonesque,Ben Gibbard,Jul 28 2017,['Pop/Rock'],['Atlantic'],79
Unpeeled [Live],Cage the Elephant,Jul 28 2017,['Pop/Rock'],['RCA'],72
Noise Reduction System: Formative European Electronica 1974-1984 [Box Set],Various Artists,Jul 28 2017,['Electronic'],['Cherry Red'],79
Lack,Pan Daijing,Jul 28 2017,['Electronic'],['Pan'],79
Threshold of Faith [EP],Ben Frost,Jul 27 2017,['Electronic'],['Mute'],79
Stony Hill,Damian Marley,Jul 21 2017,['Reggae'],['Tuff Gong'],72
Add Violence [EP],Nine Inch Nails,Jul 21 2017,['Pop/Rock'],['The Null Corporation'],77
Eirenic Life,Christopher Merrick Hughes,Jul 21 2017,['Avant-Garde'],['Hélium'],74
God First,Mr. Jukes,Jul 21 2017,['R&B'],['Island'],72
We Are Millionaires,Pete Fij,Jul 21 2017,['Pop/Rock'],[],76
Goodnight Rhonda Lee,Nicole Atkins,Jul 21 2017,['Pop/Rock'],['Single Lock Records'],83
Universal High,Childhood,Jul 21 2017,['Pop/Rock'],['Marathon Artists'],74
Fabriclive 93,Daphni,Jul 21 2017,['Electronic'],['Fabric'],80
Sacred Hearts Club,Foster the People,Jul 21 2017,['Pop/Rock'],['Columbia'],56
Eucalyptus,Avey Tare,Jul 21 2017,['Pop/Rock'],['Domino'],68
Mellow Waves,Cornelius,Jul 21 2017,,['Rostrum'],74
What Do You Think About the Car?,Declan McKenna,Jul 21 2017,['Pop/Rock'],['Columbia'],76
Barefoot in the Head,The Chris Robinson Brotherhood,Jul 21 2017,,['Megaforce'],85
Lust for Life,Lana Del Rey,Jul 21 2017,['Pop/Rock'],['Interscope'],77
Raskit,Dizzee Rascal,Jul 21 2017,['Rap'],['Island'],78
The Knife,Goldfinger,Jul 21 2017,['Pop/Rock'],['Rise'],82
A Short History of Decay,John Murry,Jul 21 2017,['Folk'],['Tenor Vossa Records'],77
Flower Boy,"Tyler, The Creator",Jul 21 2017,['Rap'],['Columbia'],84
Crooked Calypso,Paul Heaton,Jul 21 2017,['Pop/Rock'],['Virgin EMI'],76
Emerging Adulthood,Dan Croll,Jul 21 2017,['Pop/Rock'],['Caroline'],57
Rembo,Karen Gwyer,Jul 21 2017,['Electronic'],"[""Don't Be Afraid""]",81
Wins and Losses,Meek Mill,Jul 21 2017,['Rap'],"['Atlantic ', ' MMG']",72
Also Sprach Zarathustra,Laibach,Jul 14 2017,['Pop/Rock'],['Mute'],80
Quazarz vs. The Jealous Machines,Shabazz Palaces,Jul 14 2017,['Rap'],['Sub Pop Records'],77
Out in the Storm,Waxahatchee,Jul 14 2017,['Pop/Rock'],['Merge'],80
Quazarz: Born on a Gangster Star,Shabazz Palaces,Jul 14 2017,['Rap'],['Sub Pop'],77
Need to Feel Your Love,Sheer Mag,Jul 14 2017,['Pop/Rock'],['Revolver Records'],83
Something's Changing,Lucy Rose,Jul 14 2017,['Pop/Rock'],['Arts & Crafts'],68
Mura Masa,Mura Masa,Jul 14 2017,['Electronic'],['Downtown'],78
The Queen of Hearts,Offa Rex,Jul 14 2017,['Folk'],['Nonesuch'],81
Soft Sounds From Another Planet,Japanese Breakfast,Jul 14 2017,['Pop/Rock'],['Dead Oceans Records'],83
Dear,Boris,Jul 14 2017,['Pop/Rock'],['Sargent House'],77
Ultralife,Oh Wonder,Jul 14 2017,['Pop/Rock'],['Island'],61
Lo Tom,Lo Tom,Jul 14 2017,['Pop/Rock'],['Barsuk'],71
"Times Infinity, Vol. 2",The Dears,Jul 14 2017,['Pop/Rock'],['Dangerbird Records'],62
"Howling, For the Nightmare Shall Consume",Integrity,Jul 14 2017,['Pop/Rock'],['Relapse Records'],82
Dead Reflection,Silverstein,Jul 14 2017,['Pop/Rock'],['Rise'],57
Jungle Rules,French Montana,Jul 14 2017,['Rap'],['Epic'],68
Kaleidoscope EP,Coldplay,Jul 14 2017,['Pop/Rock'],['Parlophone'],63
Blast Off Through the Wicker,Art Feynman,Jul 14 2017,['Pop/Rock'],['Western Vinyl Records'],70
"The Sounds of Crenshaw, Vol. 1",The Pollyseeds,Jul 14 2017,['Jazz'],['Ropeadope'],81
Hip Mobility,Quindar,Jul 14 2017,['Pop/Rock'],['Butterscotch Records'],76
It,Alan Vega,Jul 14 2017,['Pop/Rock'],['Fader'],84
Kinder Versions,Mammút,Jul 14 2017,['Pop/Rock'],['Bella Union'],79
Raft,Mike Cooper,Jul 14 2017,['Pop/Rock'],['Room40'],74
Eurgh!,Breakfast Muff,Jul 14 2017,['Pop/Rock'],['Amour Foo'],66
Sodium,Dasher,Jul 14 2017,['Pop/Rock'],['Jagjaguwar'],75
Square One,Bjørn Torske,Jul 14 2017,['Electronic'],['Smalltown Supersound'],71
Infinity Ultra,Claude Speeed,Jul 14 2017,['Electronic'],['Planet Mu'],72
Remember Terry,TERRY,Jul 14 2017,['Pop/Rock'],['Upset the Rhythm'],74
Boo Boo,Toro y Moi,Jul 7 2017,['Pop/Rock'],['Carpark Records'],73
Issa Album,21 Savage,Jul 7 2017,['Rap'],['Slaughter Gang'],70
A Walk With Love and Death,Melvins,Jul 7 2017,['Pop/Rock'],['Ipecac'],69
Hug of Thunder,Broken Social Scene,Jul 7 2017,['Pop/Rock'],['Arts & Crafts'],76
Something To Tell You,HAIM,Jul 7 2017,['Pop/Rock'],['Columbia'],69
Every Valley,Public Service Broadcasting,Jul 7 2017,['Pop/Rock'],['PIAS'],77
Moonshine Freeze,This Is the Kit,Jul 7 2017,['Pop/Rock'],['Rough Trade'],78
As Light Return,The Telescopes,Jul 7 2017,['Pop/Rock'],['Tapete Records'],66
Kin Sonic,Jupiter & Okwess,Jul 7 2017,['International'],['Glitterbeat'],84
Headlong,John Smith,Jul 7 2017,['Pop/Rock'],['Barp'],69
Pop Voodoo,Black Grape,Jul 7 2017,['Pop/Rock'],['MCA'],70
Silhouettes and Statues: A Gothic Revolution 1978-1986 [Box Set],Various Artists,Jul 7 2017,['Pop/Rock'],['Cherry Red'],80
Chronology,Chronixx,Jul 7 2017,['Reggae'],['Virgin EMI'],83
The Usual Suspects,Jah Wobble's Invaders of the Heart,Jul 7 2017,['Jazz'],['3Ms'],80
The Nothing,The Last Dinosaur,Jul 7 2017,['Pop/Rock'],['Naim'],84
Panther in the Dollhouse,Whitehorse,Jul 7 2017,['Pop/Rock'],['Thirty Tigers'],78
C88 [Box Set],Various Artists,Jul 7 2017,['Pop/Rock'],['Cherry Red'],84
Gravebloom,The Acacia Strain,Jun 30 2017,['Pop/Rock'],['Rise Records'],62
Nothing Is Quick In The Desert,Public Enemy,Jun 30 2017,['Rap'],['Self-released'],71
Hydrograd,Stone Sour,Jun 30 2017,['Pop/Rock'],['Roadrunner Records'],73
How the West Was Won,Peter Perrett,Jun 30 2017,['Pop/Rock'],['Domino'],81
Mister Mellow,Washed Out,Jun 30 2017,['Pop/Rock'],['Stones Throw'],70
Wintres Woma,James Elkington,Jun 30 2017,['Pop/Rock'],['Paradise of Bachelors'],79
4:44,Jay-Z,Jun 30 2017,['Rap'],['Roc Nation'],82
Reflections: Mojave Desert,Floating Points,Jun 30 2017,['Electronic'],['Luaka Bop'],76
TLC,TLC,Jun 30 2017,['R&B'],['Cooking Vinyl'],63
B-Sides and Rarities,Beach House,Jun 30 2017,['Pop/Rock'],['Sub Pop'],75
Ruinism,Lapalux,Jun 30 2017,['Electronic'],['Brainfeeder'],80
GN,Ratboys,Jun 30 2017,['Pop/Rock'],['Top Shelf Records'],77
LANY,LANY,Jun 30 2017,['Pop/Rock'],['Interscope'],66
Lifetime of Love,Moon Diagrams,Jun 30 2017,['Electronic'],['Sonic Cathedral'],67
Man of the World,Baio,Jun 30 2017,['Pop/Rock'],['Glassnote Entertainment Group'],69
"Funk Wav Bounces, Vol. 1",Calvin Harris,Jun 30 2017,['Electronic'],['Columbia'],70
Bill Orcutt,Bill Orcutt,Jun 30 2017,['Pop/Rock'],['Palilalia'],80
1967: Sunshine Tomorrow,The Beach Boys,Jun 30 2017,['Pop/Rock'],['Capitol'],80
Fatherland (Original Music from the Stage Show),Karl Hyde,Jun 30 2017,['Soundtracks'],['Smith Hyde Productions'],84
Together At Last,Jeff Tweedy,Jun 23 2017,['Pop/Rock'],['Anti-'],74
The Underside of Power,Algiers,Jun 23 2017,['Pop/Rock'],['Matador'],86
Murder of the Universe,King Gizzard & the Lizard Wizard,Jun 23 2017,['Pop/Rock'],['Heavenly'],73
We Used to Bloom,Denai Moore,Jun 23 2017,['R&B'],['Because Music'],84
Big Fish Theory,Vince Staples,Jun 23 2017,['Rap'],['Def Jam'],89
Evolve,Imagine Dragons,Jun 23 2017,['Pop/Rock'],['Interscope'],47
Dust,Laurel Halo,Jun 23 2017,['Electronic'],['Hyperdub'],84
OK Computer: OKNOTOK 1997-2017,Radiohead,Jun 23 2017,['Pop/Rock'],['XL'],100
Precious Art,Rozwell Kid,Jun 23 2017,['Pop/Rock'],['SideOneDummy'],80
Visionland,Banditos,Jun 23 2017,['Pop/Rock'],['Bloodshot'],71
Bedouine,Bedouine,Jun 23 2017,['Pop/Rock'],['Spacebomb'],85
Grateful,DJ Khaled,Jun 23 2017,['Rap'],['Epic'],61
EX EYE,EX EYE,Jun 23 2017,['Pop/Rock'],['Relapse Records'],83
Purple Rain [Deluxe Expanded Edition],Prince and the Revolution,Jun 23 2017,['Pop/Rock'],['Rhino'],100
Jean-Jacques Perrey et Son Ondioline,Jean-Jacques Perrey,Jun 23 2017,['Electronic'],['Forgotten Futures'],69
Positively Bob: Willie Nile Sings Bob Dylan,Willie Nile,Jun 23 2017,['Pop/Rock'],['Virtual Label'],77
Spirit Reflection,Gaby Hernandez,Jun 23 2017,,['Mr. Bongo'],76
Behind the Counter with Max Richter,Various Artists,Jun 23 2017,['Pop/Rock'],['Rough Trade'],85
Terminal,Circle,Jun 23 2017,['Pop/Rock'],['Southern Lord Records'],87
Living Arrangements,Color Film,Jun 16 2017,['Pop/Rock'],['Epitaph'],66
Woodstock,Portugal. The Man,Jun 16 2017,['Pop/Rock'],['Atlantic'],70
Crack-Up,Fleet Foxes,Jun 16 2017,['Pop/Rock'],['Nonesuch'],81
Fake Sugar,Beth Ditto,Jun 16 2017,['Pop/Rock'],['Capitol'],74
City Music,Kevin Morby,Jun 16 2017,['Pop/Rock'],['Dead Oceans Records'],80
Platinum Tips & Ice-Cream [Live],Royal Trux,Jun 16 2017,['Pop/Rock'],['Drag City'],69
Weather Diaries,Ride,Jun 16 2017,['Pop/Rock'],['Wichita'],73
Some Twist,Michael Nau,Jun 16 2017,['Pop/Rock'],['Suicide Squeeze'],71
The Journey Man,Goldie,Jun 16 2017,['Electronic'],['Cooking Vinyl'],65
Resistance,Songhoy Blues,Jun 16 2017,['Pop/Rock'],['Fat Possum'],84
The Nashville Sound,Jason Isbell And The 400 Unit,Jun 16 2017,['Pop/Rock'],['Thirty Tigers'],82
How Did We Get So Dark?,Royal Blood,Jun 16 2017,['Pop/Rock'],['Warner Bros.'],71
So You Wannabe an Outlaw,Steve Earle & the Dukes,Jun 16 2017,['Country'],['Warner Bros.'],75
Iteration,Com Truise,Jun 16 2017,['Electronic'],['Ghostly International'],72
Melodrama,Lorde,Jun 16 2017,['Pop/Rock'],['Republic'],91
Abysmal Thoughts,The Drums,Jun 16 2017,['Pop/Rock'],['Anti-'],77
